city,area_sqft,bedrooms,bathrooms,parking,building_age,near_metro,gym,pool,price
Chennai,3626,4,3,1,10,0,1,0,30522678
Mumbai,6389,2,3,0,29,1,1,0,116989089
Bangalore,6708,3,2,1,2,0,0,0,62848232
Bangalore,1183,6,3,0,1,1,1,0,16493580
Hyderabad,1795,5,4,0,17,0,0,1,17959929
Bangalore,6281,1,3,1,13,1,0,1,58843837
Mumbai,1885,5,2,0,23,1,0,1,37120970
Hyderabad,6789,5,4,1,28,0,0,0,58333240
Hyderabad,1442,5,1,1,4,1,1,1,16280918
Chennai,3780,5,3,1,11,1,0,0,33125315
Chennai,5905,2,1,0,13,0,0,0,44721426
Bangalore,1533,5,4,1,5,1,0,0,19003088
Hyderabad,3286,6,3,0,7,0,1,1,31303280
Chennai,2733,5,1,0,6,0,1,1,23215052
Mumbai,4145,2,3,1,6,0,0,0,76221882
Chennai,2120,4,1,0,11,1,1,1,19290726
Pune,4035,2,1,1,28,1,0,1,40025709
Pune,3705,6,4,1,6,1,1,1,41218582
Chennai,3382,6,3,1,11,1,0,1,30432134
Hyderabad,5404,3,1,1,26,0,0,0,45073302
Hyderabad,670,2,3,1,15,1,0,0,8039161
Delhi,6856,4,3,1,26,0,1,1,91910993
Pune,2053,3,2,0,6,1,1,1,22658035
Mumbai,4397,3,4,0,7,1,0,0,83028703
Hyderabad,2095,1,3,0,0,1,1,0,20133533
Bangalore,2123,5,3,0,12,0,1,1,22228880
Pune,4622,3,3,0,18,0,0,0,45543346
Mumbai,5609,3,4,1,0,0,0,1,104778993
Mumbai,1591,6,4,0,23,0,1,1,32562995
Hyderabad,3337,4,3,1,17,1,0,0,30751920
Mumbai,907,3,4,0,6,1,1,0,19887175
Hyderabad,5728,4,2,0,21,1,0,1,49896029
Chennai,4669,5,4,1,26,1,0,1,39745439
Pune,1179,6,2,0,16,0,0,0,14035841
Delhi,5987,1,2,0,27,0,0,1,78850248
Chennai,5444,1,2,0,14,0,0,1,41634121
Pune,5465,5,1,1,21,1,0,1,55540831
Hyderabad,736,5,4,0,24,1,0,1,9447618
Pune,3274,6,3,1,18,1,0,1,35667974
Hyderabad,3937,6,2,0,27,1,1,0,35959034
Chennai,3857,2,3,1,22,1,1,1,31440212
Bangalore,3377,3,2,0,3,1,1,1,34330026
Bangalore,5501,3,3,1,16,1,1,1,52619176
Pune,2923,3,1,1,6,0,1,0,29754639
Bangalore,5214,4,2,0,15,0,1,0,48574742
Hyderabad,3647,2,1,0,16,1,1,0,31561711
Mumbai,1532,3,1,0,26,1,1,0,29148567
Hyderabad,6839,4,4,1,19,1,1,0,60214769
Mumbai,3354,4,3,0,28,1,0,0,62373983
Chennai,3440,1,2,1,14,0,1,1,27171327
Delhi,4201,4,1,0,8,0,1,1,57841476
Mumbai,5909,5,3,0,20,1,0,1,110284359
Bangalore,4570,6,4,1,22,0,1,0,45336768
Hyderabad,3632,4,3,0,12,0,0,0,31973372
Chennai,3960,5,3,0,6,1,0,0,33903023
Bangalore,5442,5,4,0,27,0,1,0,52394344
Chennai,2423,1,4,1,18,1,1,0,20449981
Delhi,1133,1,4,1,28,1,0,0,15938337
Hyderabad,5613,4,1,1,10,1,1,1,49701806
Pune,4603,1,3,1,7,1,1,0,45776543
Hyderabad,1892,1,4,0,16,0,1,1,16923290
Delhi,5664,6,3,0,3,1,1,0,79113731
Hyderabad,6987,3,3,0,25,1,0,0,60005426
Pune,6376,4,1,1,3,0,0,0,62990473
Mumbai,3946,4,3,0,17,1,1,1,75604808
Chennai,6238,4,1,1,21,0,1,1,48860627
Pune,3598,1,4,0,16,0,1,1,36567739
Bangalore,5812,6,4,1,2,1,0,1,58262785
Delhi,5444,1,3,1,8,1,1,0,73248633
Mumbai,5976,5,1,0,27,0,1,1,109935011
Bangalore,561,2,1,1,25,0,0,1,5701048
Bangalore,5681,2,2,1,5,1,0,0,53117272
Delhi,2969,2,2,0,1,1,1,0,41458050
Mumbai,2317,3,4,1,27,1,0,0,44916979
Bangalore,1132,1,4,1,11,1,1,1,13489229
Bangalore,5387,5,2,0,14,1,0,1,52164725
Mumbai,3098,5,1,1,8,1,0,1,60423710
Hyderabad,3951,2,3,1,28,1,0,0,34762486
Bangalore,1800,6,3,1,1,1,0,0,22040246
Chennai,3153,3,1,0,11,0,0,0,25599776
Mumbai,1954,3,4,0,15,0,0,0,37194437
Bangalore,1638,2,3,0,6,0,1,1,16657490
Delhi,6307,2,1,0,0,0,1,0,83891895
Pune,3692,1,3,1,20,1,0,0,36782896
Chennai,5120,6,1,0,6,1,0,0,42291215
Pune,6616,3,2,0,2,1,1,0,65522745
Pune,5494,5,2,0,19,0,1,1,55874796
Bangalore,2710,2,3,0,4,0,0,0,25975011
Chennai,5382,1,3,1,2,1,0,0,42892365
Chennai,4259,5,3,1,14,0,1,1,35725971
Hyderabad,3529,3,3,0,5,1,0,0,31557264
Pune,1860,2,2,1,14,1,1,1,21011084
Chennai,2926,6,2,0,2,0,0,0,25628246
Hyderabad,4768,2,1,0,23,0,0,0,39824359
Mumbai,5595,6,3,1,22,1,0,1,104713863
Hyderabad,6406,1,2,1,0,0,0,0,54126845
Delhi,563,1,4,1,1,1,1,1,10801361
Bangalore,1845,3,1,1,3,1,1,0,20112693
Mumbai,1474,6,1,1,20,1,1,1,31082599
Mumbai,4661,2,1,1,13,1,1,1,87014858
Delhi,6462,1,4,0,13,0,1,1,86523397
Hyderabad,4128,2,4,1,26,1,1,1,37291916
Bangalore,2122,3,4,0,29,0,0,0,20965362
Hyderabad,957,6,2,0,9,1,0,1,11844499
Chennai,6198,2,4,0,10,0,1,0,48422642
Hyderabad,3830,5,1,0,3,1,0,0,34936589
Mumbai,6553,2,3,0,14,1,1,0,120074188
Bangalore,2240,4,1,1,19,0,1,0,21506214
Hyderabad,6045,4,1,1,29,1,0,1,51696637
Bangalore,3526,3,2,0,24,1,1,1,34450082
Bangalore,6555,3,1,0,3,1,0,0,62177877
Chennai,6821,3,2,1,19,1,1,1,54921680
Chennai,2454,5,2,0,19,0,1,1,20957643
Mumbai,779,6,3,1,15,0,1,0,18112317
Delhi,2891,5,1,1,1,1,0,0,41030372
Bangalore,1540,2,3,1,12,1,0,0,16272016
Delhi,6939,1,3,0,7,1,0,1,93113512
Mumbai,6845,6,1,0,12,0,0,0,126116215
Bangalore,1461,4,1,0,29,1,1,1,15701359
Bangalore,6538,4,4,0,19,0,0,0,61312267
Pune,4345,4,4,0,20,0,0,1,44411188
Delhi,1717,2,2,0,7,0,0,1,23616564
Hyderabad,3720,2,1,0,29,0,0,1,31572663
Chennai,874,3,2,0,3,1,1,0,9602002
Hyderabad,6507,1,3,1,4,1,0,0,55526335
Delhi,4630,3,3,0,20,0,1,1,62610302
Chennai,1892,2,4,1,5,0,0,0,16093151
Hyderabad,2576,5,2,1,22,1,0,1,25498268
Pune,1274,3,1,1,18,1,0,1,14793965
Chennai,4816,6,1,0,29,1,0,1,38941848
Bangalore,6696,2,4,0,9,1,0,1,63321951
Hyderabad,3924,2,4,0,26,0,0,1,33260467
Chennai,2623,5,2,1,2,1,0,1,24486777
Pune,5089,5,4,0,12,0,0,1,51719514
Chennai,6307,5,4,0,8,1,0,1,52494290
Chennai,4093,1,4,1,16,0,1,0,32044096
Pune,6760,6,3,0,9,1,0,0,68640960
Hyderabad,779,2,2,1,11,1,0,0,9114682
Mumbai,5341,5,1,1,12,1,0,1,100416086
Hyderabad,3311,1,1,1,23,1,1,0,27689028
Delhi,2842,4,2,0,9,0,1,1,40640441
Pune,1974,6,4,1,18,1,0,1,23970184
Hyderabad,2357,4,4,1,20,1,0,0,22777122
Chennai,6137,4,1,0,18,0,1,1,48757786
Pune,5692,2,3,1,25,0,1,0,55569435
Bangalore,3389,1,2,0,16,0,0,0,31565817
Hyderabad,1559,1,4,0,25,0,1,0,13272385
Pune,2422,4,3,1,29,1,0,1,26655189
Hyderabad,4299,6,3,0,4,1,1,0,40632443
Pune,6601,3,4,0,7,1,0,1,66104474
Chennai,5092,4,2,0,4,1,0,1,42641793
Bangalore,6849,2,2,0,14,0,0,1,63446528
Bangalore,2973,4,1,1,3,1,0,1,31235855
Delhi,4639,6,1,0,24,0,0,1,63523768
Pune,2351,6,2,0,12,1,1,1,27328724
Hyderabad,4041,4,4,0,16,0,0,0,35530399
Bangalore,5049,1,2,0,4,0,1,0,46886748
Bangalore,1094,4,1,1,0,0,1,1,13253043
Mumbai,5952,5,1,1,21,0,1,0,109437617
Mumbai,1006,5,1,0,14,0,1,1,21483007
Bangalore,5389,3,2,1,9,0,0,0,50240036
Pune,520,2,2,0,24,0,1,0,5427160
Delhi,1899,2,4,1,10,0,1,0,27275681
Bangalore,3701,1,1,0,29,1,1,0,33632882
Chennai,2961,2,3,0,17,0,0,1,23688687
Hyderabad,5690,3,3,1,28,1,0,0,48645345
Delhi,6023,5,4,1,12,0,1,0,81661126
Chennai,6181,1,4,1,19,1,1,1,48988961
Delhi,4178,6,1,1,23,1,0,1,58752535
Chennai,6410,5,2,1,29,0,1,0,51065554
Hyderabad,6016,3,2,0,15,1,0,0,51345850
Hyderabad,836,1,3,0,18,1,1,1,8619033
Mumbai,2167,4,1,0,29,1,1,0,40624928
Pune,4076,2,3,0,22,0,0,0,39302189
Chennai,1409,3,3,1,11,0,0,1,13546483
Mumbai,775,1,1,1,22,0,1,0,14168101
Chennai,1391,5,4,0,13,0,0,1,14210945
Mumbai,512,1,3,0,1,1,1,1,12684576
Hyderabad,5622,4,4,1,27,1,0,0,48762848
Delhi,4557,3,2,1,9,1,0,1,63296277
Mumbai,3525,1,3,1,3,1,0,0,66328434
Chennai,1473,6,1,1,0,0,1,0,15483987
Chennai,4770,3,4,1,23,0,1,0,37609342
Pune,4470,3,2,0,25,0,1,0,44365226
Hyderabad,1908,5,2,0,25,0,0,0,18059956
Chennai,6221,2,3,0,24,1,1,1,49901581
Bangalore,2443,6,2,0,16,1,0,1,26810168
Delhi,2788,4,1,1,10,1,0,1,39057284
Mumbai,1046,1,3,0,6,0,0,0,20316475
Pune,6657,2,2,0,16,1,0,1,65111918
Delhi,1718,5,1,0,27,1,1,0,24878903
Hyderabad,1920,2,4,0,16,1,1,0,18988881
Pune,1954,3,4,0,8,1,1,1,23464041
Mumbai,3877,3,3,1,9,1,0,1,73965246
Mumbai,3272,4,1,0,25,1,1,1,61903228
Bangalore,6029,6,2,0,5,0,0,0,57207109
Hyderabad,4598,1,3,1,16,1,1,0,39254597
Pune,3238,1,3,1,15,0,1,1,32323827
Pune,4247,5,2,1,6,0,1,1,44274140
Chennai,2342,4,1,1,18,0,1,0,19186703
Bangalore,1246,1,2,0,25,1,1,1,13095639
Bangalore,3316,6,4,1,3,1,1,0,36249614
Pune,1371,3,3,0,29,0,0,0,14202369
Pune,994,4,4,1,19,1,0,0,13021769
Delhi,6010,2,3,0,23,1,0,0,79656077
Delhi,3944,4,2,1,16,1,1,0,54702010
Delhi,5223,4,1,1,23,0,0,1,70131627
Bangalore,1575,6,2,0,8,1,1,1,19355533
Chennai,4494,6,4,0,10,1,0,1,39557477
Mumbai,4737,1,1,1,22,0,1,0,86048405
Delhi,6083,5,1,0,0,0,1,1,82565782
Chennai,545,5,3,0,6,1,0,1,8444215
Hyderabad,3556,6,1,0,21,1,1,1,33490697
Delhi,2557,1,3,0,4,0,1,0,34796319
Mumbai,1163,1,1,1,4,0,0,1,22274855
Hyderabad,5168,1,1,0,0,0,0,1,43617357
Hyderabad,2529,6,3,1,5,1,0,0,26004766
Mumbai,6149,5,1,0,12,1,0,1,114778476
Delhi,6217,1,2,1,14,1,0,1,83193725
Bangalore,3196,6,1,1,3,1,1,0,33386949
Mumbai,5508,2,4,1,29,1,1,1,101893853
Mumbai,1139,2,3,1,29,1,0,0,22184578
Mumbai,3163,3,3,0,16,0,1,1,59808188
Hyderabad,3245,2,2,0,27,1,0,0,27595235
Chennai,5504,4,4,1,23,1,1,0,45191238
Bangalore,6821,3,1,0,23,0,1,0,63107565
Delhi,5464,2,2,0,27,0,1,0,71159956
Delhi,5625,4,1,1,12,0,0,1,75047613
Chennai,5448,2,2,0,10,0,1,0,42988837
Mumbai,4902,6,3,0,3,0,0,0,92051002
Bangalore,3095,4,4,0,28,0,0,1,30093596
Delhi,6970,1,3,0,6,0,0,1,93046412
Pune,3927,6,2,1,18,0,1,1,41626430
Delhi,6412,4,1,1,23,0,1,0,84865418
Mumbai,894,6,4,0,6,1,1,1,21598667
Pune,6943,1,1,1,13,1,0,0,67167280
Chennai,4097,4,3,1,20,1,0,1,34333879
Bangalore,5344,4,1,1,15,0,0,1,51094164
Chennai,2832,6,2,1,20,1,0,1,25169829
Chennai,829,2,4,0,8,0,0,0,8582543
Bangalore,2597,4,4,0,21,0,0,0,26119445
Bangalore,6627,2,4,0,21,0,1,0,61214182
Delhi,1272,4,2,1,1,0,0,0,19760943
Delhi,2145,5,1,0,26,1,1,0,30645188
Bangalore,2232,3,4,0,15,1,0,0,23504746
Pune,4973,2,3,0,4,0,0,0,49364465
Hyderabad,2287,2,3,1,11,1,1,0,21078782
Delhi,2123,1,3,0,19,1,1,0,29036030
Hyderabad,1499,5,3,1,25,0,1,0,15218187
Pune,2348,1,3,1,14,1,1,0,24990422
Bangalore,2061,5,2,1,2,1,1,0,22778662
Pune,1273,5,1,1,8,1,1,1,16432919
Delhi,5679,6,2,1,26,0,1,1,77654897
Chennai,2303,6,3,0,27,1,0,1,21727629
Bangalore,1598,6,3,1,6,1,0,1,19351008
Mumbai,2550,4,4,1,3,0,0,0,48929732
Hyderabad,2098,1,4,1,24,1,0,1,19862414
Pune,1247,3,1,0,8,1,1,1,14357393
Bangalore,6067,5,1,0,27,0,1,0,55913386
Pune,6360,5,1,0,14,0,0,0,62022516
Bangalore,4473,2,2,0,22,1,1,1,42616246
Delhi,2822,4,4,1,20,0,0,1,39396856
Delhi,2053,3,1,1,28,1,1,0,27985477
Delhi,2115,6,4,0,24,0,0,1,30779138
Pune,6858,5,4,1,29,0,0,0,67700390
Mumbai,4254,2,4,0,28,0,0,1,77555468
Delhi,6104,1,4,0,6,1,1,0,82811868
Bangalore,4924,5,4,0,24,1,0,0,47719042
Delhi,2802,2,4,1,10,0,0,1,39064492
Chennai,6006,1,2,0,18,0,0,1,45447474
Delhi,4721,4,3,0,10,1,1,1,65071416
Pune,5362,6,4,1,24,0,0,0,54486146
Mumbai,4155,1,2,1,0,0,1,1,76443726
Chennai,6169,5,1,1,20,0,1,0,49009579
Pune,3895,3,2,1,12,1,0,0,40346315
Pune,5823,1,2,1,12,1,1,1,58360995
Pune,5791,3,2,1,1,0,1,1,58489688
Bangalore,6354,3,4,0,16,0,1,0,59638648
Pune,716,1,1,1,29,1,1,1,8624263
Bangalore,3816,4,2,1,18,1,0,0,37738624
Pune,1859,1,1,1,22,0,1,0,17752577
Hyderabad,4274,2,2,0,14,0,0,1,36384091
Chennai,5917,6,4,1,18,0,1,0,47908471
Hyderabad,5427,3,2,0,9,1,1,0,47897758
Pune,4777,6,2,0,9,0,0,1,48713005
Chennai,4929,5,1,0,26,1,1,0,39145769
Chennai,5106,3,1,0,8,0,1,0,40030915
Mumbai,4978,5,1,1,18,0,0,0,92410582
Hyderabad,2396,2,3,1,10,0,1,1,22298836
Mumbai,4927,2,1,1,5,1,0,1,91557813
Chennai,5784,6,2,1,1,1,0,0,47693476
Bangalore,5861,2,3,1,23,0,1,1,54293047
Chennai,1399,1,1,1,9,0,0,1,12161796
Mumbai,1141,3,4,0,14,0,1,1,23458020
Hyderabad,5846,5,1,0,4,1,1,1,52156784
Pune,5229,6,4,1,17,0,0,0,53485644
Pune,4127,6,3,1,29,0,1,1,42339282
Hyderabad,695,2,4,1,29,1,0,1,8942140
Pune,2393,2,3,1,6,1,1,0,25432116
Pune,3775,5,4,1,2,0,0,0,39916840
Mumbai,4550,3,1,1,29,1,0,1,84476411
Hyderabad,5053,3,3,0,20,1,0,0,43528101
Delhi,5425,6,2,0,26,1,0,1,73838222
Bangalore,2804,5,2,1,24,1,0,0,28934370
Bangalore,4100,6,2,1,15,1,0,0,41191589
Pune,3843,4,1,1,16,1,1,1,39845730
Bangalore,2556,3,2,0,1,1,1,1,26599778
Hyderabad,3308,5,3,0,15,1,1,1,32239199
Hyderabad,1724,5,2,0,20,0,1,0,17349889
Chennai,1386,6,3,0,29,0,0,1,13430812
Chennai,892,2,2,0,19,1,0,0,7764111
Bangalore,2175,5,4,1,0,1,0,0,25030923
Delhi,3690,6,3,1,13,0,0,0,52227767
Chennai,2946,1,2,0,15,0,1,1,23913668
Chennai,4405,2,2,1,22,0,0,0,33616633
Hyderabad,6974,2,2,0,8,0,0,1,58398944
Delhi,3838,3,3,0,16,0,0,0,51527348
Pune,4091,4,3,0,7,1,1,0,42453815
Bangalore,4266,3,2,1,8,1,1,0,41127495
Chennai,3027,1,4,1,1,0,1,0,25102829
Delhi,2681,6,3,1,12,1,1,0,39800492
Delhi,4264,2,3,1,0,0,0,1,58790496
Bangalore,5511,2,4,1,21,0,1,0,51339915
Delhi,5530,5,1,0,29,1,1,1,74762610
Delhi,854,4,4,0,6,1,0,1,15089909
Delhi,3131,4,2,0,17,1,1,1,43701670
Chennai,2021,5,3,1,20,1,1,0,19693437
Bangalore,3172,1,3,1,4,0,0,1,30683844
Delhi,3678,4,3,1,6,1,1,0,51662695
Delhi,2837,2,3,0,11,0,1,0,39216674
Chennai,1128,1,1,0,26,1,1,1,9136612
Bangalore,3179,3,3,0,16,1,1,0,31236863
Hyderabad,5766,3,3,1,25,0,0,0,48406250
Chennai,4922,1,1,1,23,0,0,0,36447835
Bangalore,1938,2,2,0,4,0,1,0,19849736
Delhi,6853,3,2,0,11,1,0,0,92274920
Bangalore,1921,6,1,0,18,0,0,1,20683451
Bangalore,1626,2,2,0,12,1,1,1,17811417
Pune,3183,5,2,1,15,0,1,0,32917983
Bangalore,2280,4,4,0,28,0,0,0,22247218
Hyderabad,2031,1,4,1,24,1,0,1,19050778
Bangalore,2414,4,4,1,26,1,1,1,25297090
Hyderabad,1732,5,1,1,18,0,0,1,16809369
Delhi,2456,3,3,1,22,0,0,0,33548838
Hyderabad,892,6,1,1,9,1,1,1,11537754
Delhi,1325,2,1,0,11,1,1,1,20026167
Delhi,3463,2,1,1,6,0,1,1,47762895
Hyderabad,6508,5,1,0,13,0,1,0,55616267
Chennai,2895,1,4,0,9,1,0,1,24190510
Mumbai,4645,4,1,1,27,0,1,0,84800267
Bangalore,5992,6,4,0,7,0,0,0,58326317
Pune,5646,3,3,0,14,1,0,0,55887159
Mumbai,5395,1,2,0,25,0,1,0,97838488
Bangalore,2292,6,4,0,15,1,0,0,25095543
Bangalore,3564,6,1,1,7,1,1,1,36946967
Delhi,1863,5,3,0,3,0,1,0,28465954
Bangalore,2848,5,1,0,29,1,0,0,28626158
Pune,4051,2,3,1,16,1,0,1,41165064
Bangalore,4128,3,2,1,3,1,0,1,40958266
Hyderabad,3836,1,3,1,21,0,1,0,32712281
Mumbai,2065,2,3,1,25,0,1,1,38537178
Hyderabad,4167,3,2,1,10,0,1,1,37082694
Pune,2713,4,2,0,12,1,0,0,28678321
Bangalore,6959,4,3,1,5,1,1,0,66616028
Pune,4596,2,1,0,21,0,1,1,44939297
Delhi,1519,1,4,1,13,0,0,1,21250069
Hyderabad,1784,3,1,0,27,1,0,0,16505022
Hyderabad,562,4,4,0,6,0,1,1,8292622
Chennai,3030,4,2,1,11,1,1,1,26909500
Bangalore,3892,1,1,0,26,0,1,0,35203146
Delhi,6465,2,2,1,0,0,0,0,86106068
Hyderabad,3772,5,3,0,9,0,1,0,34494901
Hyderabad,2769,6,3,1,0,0,1,1,27588925
Delhi,4747,3,1,0,15,1,0,1,64078679
Pune,1143,4,2,0,6,0,1,0,14239091
Pune,5221,6,1,1,27,1,1,1,54156905
Bangalore,716,6,1,1,19,1,1,1,11487357
Chennai,695,5,4,1,5,0,0,0,9712594
Hyderabad,4364,6,3,1,21,1,0,1,40207784
Chennai,3773,1,1,1,24,1,0,0,29398748
Pune,5610,2,3,1,17,0,0,0,54922119
Pune,3194,3,4,1,19,0,1,1,32891832
Mumbai,3712,1,2,1,3,0,0,1,68144986
Bangalore,3255,2,1,1,22,0,0,1,29621126
Mumbai,2021,1,3,1,15,0,0,0,37973717
Mumbai,6174,4,1,0,0,0,0,0,113303993
Mumbai,1580,4,2,0,20,1,1,1,32289719
Bangalore,6123,5,1,1,29,1,0,0,57168126
Bangalore,1221,1,1,1,26,0,1,1,11189267
Delhi,6203,6,3,0,19,1,0,1,85599840
Chennai,6355,4,2,1,1,1,1,1,52424562
Chennai,2062,2,4,0,15,1,0,1,19058350
Delhi,1139,5,2,0,20,0,0,0,17555210
Delhi,6749,6,2,0,8,0,0,1,91252561
Pune,4760,3,4,0,14,0,1,0,47409155
Mumbai,4810,1,1,0,23,0,0,1,87421154
Delhi,5690,4,3,1,15,1,1,0,78332776
Hyderabad,4287,6,1,0,8,0,1,1,39413494
Chennai,4236,2,1,1,6,0,1,0,33426122
Delhi,589,1,4,0,9,0,0,0,9073794
Hyderabad,6391,2,4,0,6,1,0,1,55289217
Hyderabad,3421,5,1,0,29,1,0,1,31315716
Hyderabad,1751,4,2,1,29,1,0,0,16298720
Pune,1602,4,3,0,12,0,0,1,18774673
Pune,5203,5,2,0,1,0,1,0,53408581
Hyderabad,848,2,1,1,11,1,0,0,8680692
Pune,4413,1,1,1,12,1,0,0,43363568
Mumbai,4552,2,3,0,2,1,0,1,84595414
Hyderabad,3441,1,2,0,10,0,1,0,29674891
Mumbai,745,6,1,0,25,0,0,0,15687255
Mumbai,771,5,1,1,7,1,0,0,17947888
Hyderabad,2530,3,4,0,10,1,0,1,24701013
Chennai,4998,1,3,1,17,1,0,0,38806468
Hyderabad,3687,4,4,0,6,0,1,1,34830903
Hyderabad,4006,6,4,1,11,0,1,0,37519262
Pune,1965,4,4,1,5,1,0,1,22804661
Hyderabad,1695,6,1,0,27,1,1,0,16730193
Chennai,3587,4,2,0,9,0,1,1,30466268
Pune,3508,2,4,1,19,1,1,1,37080170
Bangalore,4323,2,2,0,26,0,0,1,39170102
Bangalore,5675,2,1,1,14,0,1,1,52888640
Mumbai,2114,6,4,1,19,1,0,1,42622423
Mumbai,1626,6,1,0,14,0,0,1,32743608
Chennai,4879,4,4,1,18,0,1,0,39150368
Delhi,1016,1,4,0,29,0,1,1,14855196
Bangalore,3165,6,1,1,5,0,1,0,32537833
Mumbai,1801,4,3,0,18,0,0,0,34457252
Bangalore,1111,1,3,0,14,0,1,1,11102257
Chennai,1249,2,2,0,24,1,0,0,10331556
Chennai,5888,6,2,1,19,0,1,1,48204699
Delhi,2356,3,1,0,19,0,1,0,32238883
Delhi,899,2,1,1,17,0,1,1,13626431
Pune,2026,5,1,1,1,0,0,0,21620109
Chennai,2524,1,3,0,6,0,1,1,21562244
Mumbai,6729,3,3,1,4,1,0,1,124517926
Bangalore,819,2,4,0,2,0,1,1,11158651
Hyderabad,5651,6,4,1,5,0,0,0,50922489
Delhi,835,3,1,1,5,1,1,0,13368947
Hyderabad,2598,4,1,0,0,0,1,1,24304825
Mumbai,673,1,2,0,18,1,1,1,14595845
Delhi,4519,5,3,1,11,1,1,0,63942727
Hyderabad,2141,4,1,0,4,0,1,0,19934603
Mumbai,1000,3,3,0,26,1,1,0,20227775
Bangalore,4146,2,1,1,28,1,0,0,38360336
Mumbai,6719,1,4,0,26,0,1,0,122432909
Pune,2863,6,1,1,6,0,1,1,31963339
Delhi,2356,5,4,0,19,1,0,1,35440834
Chennai,3652,2,2,0,27,1,0,0,28573067
Bangalore,2396,5,2,1,7,0,1,0,25258977
Hyderabad,6259,6,2,1,18,0,0,1,54249328
Delhi,2218,1,1,0,5,0,0,1,29282883
Chennai,2278,3,2,0,14,0,1,0,18780022
Mumbai,5292,5,1,1,5,0,0,0,98631080
Chennai,3557,1,3,0,8,1,1,0,29040334
Delhi,5327,5,4,0,3,1,0,1,75042234
Delhi,5690,2,3,0,15,1,0,0,75792834
Pune,3213,5,1,0,22,1,0,1,33302521
Pune,4328,2,2,1,9,0,1,0,43104398
Chennai,5247,2,4,0,0,1,1,0,43493656
Mumbai,1594,1,2,1,10,1,1,1,30945705
Chennai,545,4,3,1,16,1,1,0,8047233
Delhi,5666,6,1,0,17,0,1,1,76414626
Delhi,1945,5,4,1,19,0,1,0,29221888
Hyderabad,2696,3,4,0,27,0,0,1,24267328
Pune,3701,2,1,0,21,0,0,1,36612788
Hyderabad,955,4,1,1,19,1,1,0,10659572
Bangalore,2162,2,4,1,14,1,0,0,21991758
Delhi,3424,4,3,1,5,1,1,1,49992969
Hyderabad,1465,4,3,0,15,1,1,0,15463759
Chennai,6616,3,2,0,1,1,0,1,53859387
Pune,5464,4,4,0,24,1,0,1,54940466
Pune,2028,3,1,1,26,1,1,0,20954434
Mumbai,3476,1,1,1,2,1,1,1,64888382
Chennai,3571,2,1,1,22,0,0,0,27095681
Mumbai,5596,3,1,1,16,1,0,0,102912782
Hyderabad,5369,6,4,1,7,1,0,1,50115091
Bangalore,6887,2,3,0,19,0,1,1,63780237
Chennai,3021,6,2,0,29,1,1,0,26556279
Chennai,1626,5,3,1,26,1,1,1,16766104
Chennai,5656,6,2,1,27,0,1,1,45807014
Mumbai,6273,1,1,1,14,0,1,0,114054222
Hyderabad,6139,5,1,1,12,1,0,0,54098178
Chennai,3904,5,4,0,20,0,1,0,32783181
Chennai,4992,4,1,1,22,0,1,1,39507035
Pune,2843,6,4,1,18,0,1,1,31808115
Bangalore,606,4,4,1,24,0,0,0,7440042
Pune,5549,6,4,0,24,1,1,0,56672188
Pune,3077,5,1,0,23,0,0,0,31037954
Bangalore,6444,4,1,1,0,0,1,0,60581779
Hyderabad,3654,2,3,0,27,1,1,1,33075005
Pune,5529,6,2,1,28,0,0,1,55098705
Hyderabad,4883,6,3,1,11,0,0,0,43392479
Pune,4553,4,1,1,17,0,1,1,46069044
Delhi,5301,6,2,0,17,1,0,1,72868089
Bangalore,6639,5,4,1,2,0,0,1,64053112
Pune,6080,4,2,1,17,0,0,0,59650656
Delhi,714,4,4,0,16,0,1,0,12561277
Mumbai,5900,3,1,0,10,0,1,1,107704364
Delhi,6573,3,2,1,4,0,1,0,87366291
Chennai,6078,5,4,1,21,0,1,0,49321491
Pune,6420,2,3,0,28,1,0,1,62807999
Delhi,4939,6,3,0,6,0,1,1,68694862
Hyderabad,4789,1,4,0,25,1,0,0,40285780
Mumbai,4753,6,3,1,22,1,1,1,91196125
Pune,964,1,3,1,17,1,1,1,11627793
Chennai,6747,5,2,0,28,1,0,1,53742070
Delhi,6677,2,3,0,6,0,1,0,88438323
Mumbai,6345,2,2,1,17,0,1,1,116451385
Pune,2872,2,1,0,1,0,1,1,29120641
Mumbai,1091,3,3,1,27,0,0,0,20428639
Chennai,2688,5,1,1,5,0,1,0,23174943
Delhi,5650,1,3,1,21,0,0,0,73687257
Mumbai,1383,2,4,0,7,1,0,0,27865313
Mumbai,4658,5,4,1,20,0,1,1,88011616
Bangalore,5706,6,1,0,20,0,1,0,53557519
Mumbai,803,1,1,0,25,1,1,0,15368062
Bangalore,5680,3,1,0,16,0,1,0,53062685
Delhi,4991,4,4,0,3,1,0,1,69249542
Pune,833,1,1,1,16,0,0,0,7742824
Pune,3333,6,4,1,25,0,1,0,34906592
Delhi,5006,1,1,1,15,1,1,1,67268962
Delhi,2831,1,2,0,20,0,1,1,37697704
Hyderabad,5061,4,2,1,14,0,0,1,43780581
Delhi,579,2,3,1,14,1,1,1,11311856
Mumbai,4263,6,2,1,7,0,1,1,81181351
Pune,3331,4,1,1,16,0,1,1,34092270
Chennai,5696,1,2,0,29,0,0,1,42600659
Pune,2477,6,2,0,18,0,0,0,26298728
